anomaly_id,risk_score,depth_pct,growth_rate,location_factor,depth_contribution,growth_contribution,location_contribution
RUN_2022_2130,0.32799999999999996,38.0,0.0,1.0,0.22799999999999998,0.0,0.1
RUN_2022_3724,0.32799999999999996,38.0,0.0,1.0,0.22799999999999998,0.0,0.1
RUN_2022_3776,0.32799999999999996,38.0,0.0,1.0,0.22799999999999998,0.0,0.1
RUN_2022_4222,0.32799999999999996,38.0,0.0,1.0,0.22799999999999998,0.0,0.1
RUN_2022_3786,0.32712142857143145,38.0,0.0,0.9912142857143148,0.22799999999999998,0.0,0.09912142857143148
RUN_2022_1774,0.326,46.0,0.0,0.5,0.276,0.0,0.05
RUN_2022_3210,0.326,46.0,0.0,0.5,0.276,0.0,0.05
RUN_2022_4077,0.326,46.0,0.0,0.5,0.276,0.0,0.05
RUN_2022_3793,0.32572142857142483,45.0,0.0,0.5572142857142484,0.27,0.0,0.05572142857142484
RUN_2022_3230,0.32248571428575296,45.0,0.0,0.5248571428575295,0.27,0.0,0.05248571428575295
RUN_2022_1596,0.322,37.0,0.0,1.0,0.222,0.0,0.1
RUN_2022_4242,0.322,37.0,0.0,1.0,0.222,0.0,0.1
RUN_2022_2370,0.32,45.0,0.0,0.5,0.27,0.0,0.05
RUN_2022_3795,0.3172142857142649,44.0,0.0,0.5321428571426492,0.264,0.0,0.053214285714264925
RUN_2022_3108,0.316,36.0,0.0,1.0,0.216,0.0,0.1
RUN_2022_3315,0.316,36.0,0.0,1.0,0.216,0.0,0.1
RUN_2022_3437,0.316,36.0,0.0,1.0,0.216,0.0,0.1
RUN_2022_3782,0.316,36.0,0.0,1.0,0.216,0.0,0.1
RUN_2022_4315,0.316,36.0,0.0,1.0,0.216,0.0,0.1
RUN_2022_480,0.3141571428571432,37.0,0.0,0.9215714285714317,0.222,0.0,0.09215714285714317
RUN_2022_689,0.314,44.0,0.0,0.5,0.264,0.0,0.05
RUN_2022_1161,0.314,44.0,0.0,0.5,0.264,0.0,0.05
RUN_2022_4782,0.314,44.0,0.0,0.5,0.264,0.0,0.05
RUN_2022_436,0.31324285714285416,36.0,0.0,0.9724285714285413,0.216,0.0,0.09724285714285413
RUN_2022_3127,0.31265714285713536,38.0,0.0,0.8465714285713537,0.22799999999999998,0.0,0.08465714285713538
RUN_2022_310,0.31,35.0,0.0,1.0,0.21,0.0,0.1
RUN_2022_2270,0.31,35.0,0.0,1.0,0.21,0.0,0.1
RUN_2022_4056,0.31,35.0,0.0,1.0,0.21,0.0,0.1
RUN_2022_3314,0.3080642857142811,35.0,0.0,0.9806428571428114,0.21,0.0,0.09806428571428115
RUN_2022_4063,0.308,43.0,0.0,0.5,0.258,0.0,0.05
RUN_2022_1090,0.30740714285713433,35.0,0.0,0.9740714285713433,0.21,0.0,0.09740714285713434
RUN_2022_3598,0.30712857142860384,41.0,0.0,0.6112857142860386,0.24599999999999997,0.0,0.06112857142860387
RUN_2022_810,0.3056714285714292,36.0,0.0,0.8967142857142919,0.216,0.0,0.0896714285714292
RUN_2022_2175,0.30555714285714,42.0,0.0,0.5355714285713995,0.252,0.0,0.05355714285713995
RUN_2022_3821,0.3050214285714527,36.0,0.0,0.8902142857145269,0.216,0.0,0.08902142857145269
RUN_2022_1414,0.30400000000000005,34.0,0.0,1.0,0.20400000000000001,0.0,0.1
RUN_2022_1642,0.30400000000000005,34.0,0.0,1.0,0.20400000000000001,0.0,0.1
RUN_2022_1603,0.30370714285715383,41.0,0.0,0.5770714285715388,0.24599999999999997,0.0,0.057707142857153886
RUN_2022_3605,0.30345000000004074,37.0,0.0,0.8145000000004075,0.222,0.0,0.08145000000004075
RUN_2022_1614,0.30278571428572676,34.0,0.0,0.9878571428572676,0.20400000000000001,0.0,0.09878571428572676
RUN_2022_3949,0.30215714285710416,35.0,0.0,0.9215714285710419,0.21,0.0,0.09215714285710419
RUN_2022_258,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_684,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_2966,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_3206,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_3213,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_3557,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_3923,0.302,42.0,0.0,0.5,0.252,0.0,0.05
RUN_2022_3899,0.2986214285713962,36.0,0.0,0.8262142857139614,0.216,0.0,0.08262142857139615
RUN_2022_2127,0.2985214285714267,37.0,0.0,0.765214285714267,0.222,0.0,0.0765214285714267
RUN_2022_3601,0.29829285714285964,38.0,0.0,0.7029285714285964,0.22799999999999998,0.0,0.07029285714285964
RUN_2022_98,0.29800000000000004,33.0,0.0,1.0,0.198,0.0,0.1
RUN_2022_2149,0.29800000000000004,33.0,0.0,1.0,0.198,0.0,0.1
RUN_2022_2413,0.29800000000000004,33.0,0.0,1.0,0.198,0.0,0.1
RUN_2022_3614,0.29800000000000004,33.0,0.0,1.0,0.198,0.0,0.1
RUN_2022_3622,0.29800000000000004,33.0,0.0,1.0,0.198,0.0,0.1
RUN_2022_4391,0.29800000000000004,33.0,0.0,1.0,0.198,0.0,0.1
RUN_2022_1698,0.29675000000000207,36.0,0.0,0.8075000000000208,0.216,0.0,0.08075000000000208
RUN_2022_279,0.296,41.0,0.0,0.5,0.24599999999999997,0.0,0.05
RUN_2022_678,0.296,41.0,0.0,0.5,0.24599999999999997,0.0,0.05
RUN_2022_686,0.296,41.0,0.0,0.5,0.24599999999999997,0.0,0.05
RUN_2022_1260,0.296,41.0,0.0,0.5,0.24599999999999997,0.0,0.05
RUN_2022_3179,0.296,41.0,0.0,0.5,0.24599999999999997,0.0,0.05
RUN_2022_3555,0.296,41.0,0.0,0.5,0.24599999999999997,0.0,0.05
RUN_2022_4669,0.296,41.0,0.0,0.5,0.24599999999999997,0.0,0.05
RUN_2022_3915,0.29547857142860134,35.0,0.0,0.8547857142860136,0.21,0.0,0.08547857142860137
RUN_2022_3633,0.29382142857137866,37.0,0.0,0.7182142857137868,0.222,0.0,0.07182142857137867
RUN_2022_5109,0.2936999999999805,34.0,0.0,0.8969999999998046,0.20400000000000001,0.0,0.08969999999998046
RUN_2022_1704,0.29259285714286987,36.0,0.0,0.7659285714286983,0.216,0.0,0.07659285714286984
RUN_2022_28,0.29200000000000004,32.0,0.0,1.0,0.192,0.0,0.1
RUN_2022_264,0.29200000000000004,32.0,0.0,1.0,0.192,0.0,0.1
RUN_2022_1319,0.29200000000000004,32.0,0.0,1.0,0.192,0.0,0.1
RUN_2022_1560,0.29200000000000004,32.0,0.0,1.0,0.192,0.0,0.1
RUN_2022_3105,0.29200000000000004,32.0,0.0,1.0,0.192,0.0,0.1
RUN_2022_3303,0.29200000000000004,32.0,0.0,1.0,0.192,0.0,0.1
RUN_2022_4793,0.29200000000000004,32.0,0.0,1.0,0.192,0.0,0.1
RUN_2022_2176,0.2908142857142707,39.0,0.0,0.5681428571427074,0.23399999999999999,0.0,0.056814285714270746
RUN_2022_1282,0.29,40.0,0.0,0.5,0.24,0.0,0.05
RUN_2022_3551,0.29,40.0,0.0,0.5,0.24,0.0,0.05
RUN_2022_3567,0.29,40.0,0.0,0.5,0.24,0.0,0.05
RUN_2022_4817,0.28811428571427367,32.0,0.0,0.9611428571427366,0.192,0.0,0.09611428571427366
RUN_2022_3730,0.28671428571424623,34.0,0.0,0.8271428571424622,0.20400000000000001,0.0,0.08271428571424622
RUN_2022_482,0.28659285714285787,34.0,0.0,0.8259285714285787,0.20400000000000001,0.0,0.08259285714285787
RUN_2022_1184,0.28600000000000003,31.0,0.0,1.0,0.186,0.0,0.1
RUN_2022_2274,0.28600000000000003,31.0,0.0,1.0,0.186,0.0,0.1
RUN_2022_2406,0.28600000000000003,31.0,0.0,1.0,0.186,0.0,0.1
RUN_2022_3726,0.28600000000000003,31.0,0.0,1.0,0.186,0.0,0.1
RUN_2022_3809,0.28600000000000003,31.0,0.0,1.0,0.186,0.0,0.1
RUN_2022_3814,0.28600000000000003,31.0,0.0,1.0,0.186,0.0,0.1
RUN_2022_4059,0.28600000000000003,31.0,0.0,1.0,0.186,0.0,0.1
RUN_2022_4218,0.28600000000000003,31.0,0.0,1.0,0.186,0.0,0.1
RUN_2022_695,0.28574999999999456,31.0,0.0,0.9974999999999454,0.186,0.0,0.09974999999999455
RUN_2022_1273,0.28413571428572326,32.0,0.0,0.9213571428572322,0.192,0.0,0.09213571428572323
RUN_2022_688,0.284,39.0,0.0,0.5,0.23399999999999999,0.0,0.05
RUN_2022_3189,0.284,39.0,0.0,0.5,0.23399999999999999,0.0,0.05
RUN_2022_3266,0.284,39.0,0.0,0.5,0.23399999999999999,0.0,0.05
RUN_2022_3563,0.284,39.0,0.0,0.5,0.23399999999999999,0.0,0.05
RUN_2022_3083,0.2828714285714128,33.0,0.0,0.8487142857141277,0.198,0.0,0.08487142857141278
RUN_2022_2028,0.2821999999999992,37.0,0.0,0.6019999999999917,0.222,0.0,0.06019999999999917
RUN_2022_2482,0.2800071428571433,31.0,0.0,0.9400714285714328,0.186,0.0,0.09400714285714329
RUN_2022_26,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_212,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_366,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_432,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_1908,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_1954,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_2318,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_2458,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_3088,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_3098,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_3307,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_3326,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_3778,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_4134,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_4418,0.28,30.0,0.0,1.0,0.18,0.0,0.1
RUN_2022_3150,0.27860714285714494,30.0,0.0,0.9860714285714494,0.18,0.0,0.09860714285714495
RUN_2022_1713,0.27799999999999997,38.0,0.0,0.5,0.22799999999999998,0.0,0.05
RUN_2022_3577,0.27799999999999997,38.0,0.0,0.5,0.22799999999999998,0.0,0.05
RUN_2022_3936,0.27799999999999997,38.0,0.0,0.5,0.22799999999999998,0.0,0.05
RUN_2022_4076,0.27799999999999997,38.0,0.0,0.5,0.22799999999999998,0.0,0.05
RUN_2022_4090,0.27799999999999997,38.0,0.0,0.5,0.22799999999999998,0.0,0.05
RUN_2022_2029,0.2764285714285704,31.0,0.0,0.9042857142857039,0.186,0.0,0.0904285714285704
RUN_2022_210,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_1415,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_1461,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_2259,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_2269,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_2722,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_3817,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_3911,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_4107,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_4243,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_4446,0.274,29.0,0.0,1.0,0.174,0.0,0.1
RUN_2022_24,0.2729785714285715,29.0,0.0,0.9897857142857153,0.174,0.0,0.09897857142857153
RUN_2022_3599,0.2725571428571545,35.0,0.0,0.625571428571545,0.21,0.0,0.06255714285715451
RUN_2022_3519,0.27234285714285633,30.0,0.0,0.9234285714285632,0.18,0.0,0.09234285714285632
RUN_2022_283,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_683,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_691,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_1721,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_2058,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_2117,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_3549,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_3550,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_3554,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_3573,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_3798,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_3835,0.272,37.0,0.0,0.5,0.222,0.0,0.05
RUN_2022_3631,0.2717642857142429,32.0,0.0,0.7976428571424289,0.192,0.0,0.07976428571424289
RUN_2022_3728,0.2709928571428401,31.0,0.0,0.849928571428401,0.186,0.0,0.0849928571428401
RUN_2022_3595,0.27059285714288334,36.0,0.0,0.5459285714288333,0.216,0.0,0.05459285714288334
RUN_2022_2434,0.2702571428571599,29.0,0.0,0.962571428571599,0.174,0.0,0.09625714285715992
RUN_2022_4163,0.270171428571397,34.0,0.0,0.6617142857139697,0.20400000000000001,0.0,0.06617142857139698
RUN_2022_2805,0.27014285714287584,30.0,0.0,0.9014285714287585,0.18,0.0,0.09014285714287586
RUN_2022_3916,0.26925000000001664,32.0,0.0,0.7725000000001663,0.192,0.0,0.07725000000001664
RUN_2022_3518,0.26908571428570055,29.0,0.0,0.9508571428570056,0.174,0.0,0.09508571428570056
RUN_2022_693,0.2689285714285704,36.0,0.0,0.5292857142857039,0.216,0.0,0.052928571428570395
RUN_2022_142,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_311,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_1559,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_1808,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_1874,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_1987,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_2258,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_2266,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_2474,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_2497,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_2517,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_2842,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_3302,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_3531,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_3883,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_5135,0.268,28.0,0.0,1.0,0.168,0.0,0.1
RUN_2022_3608,0.2674928571428817,30.0,0.0,0.8749285714288167,0.18,0.0,0.08749285714288169
RUN_2022_3674,0.266,36.0,0.0,0.5,0.216,0.0,0.05
RUN_2022_3803,0.266,36.0,0.0,0.5,0.216,0.0,0.05
RUN_2022_4080,0.266,36.0,0.0,0.5,0.216,0.0,0.05
RUN_2022_4154,0.266,36.0,0.0,0.5,0.216,0.0,0.05
RUN_2022_4308,0.266,36.0,0.0,0.5,0.216,0.0,0.05
RUN_2022_3694,0.2656928571428746,34.0,0.0,0.616928571428746,0.20400000000000001,0.0,0.061692857142874605
RUN_2022_5163,0.2655499999999655,31.0,0.0,0.7954999999996549,0.186,0.0,0.0795499999999655
RUN_2022_2402,0.26360714285717823,33.0,0.0,0.6560714285717819,0.198,0.0,0.0656071428571782
RUN_2022_2433,0.2633214285714369,28.0,0.0,0.9532142857143688,0.168,0.0,0.09532142857143688
RUN_2022_293,0.26318571428571663,29.0,0.0,0.8918571428571666,0.174,0.0,0.08918571428571666
RUN_2022_3080,0.2628571428571304,32.0,0.0,0.7085714285713038,0.192,0.0,0.07085714285713039
RUN_2022_894,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_1726,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_1980,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_2072,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_2131,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_2327,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_2802,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_2840,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_3044,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_3780,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_3808,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_4110,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_4263,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_4403,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_4742,0.262,27.0,0.0,1.0,0.162,0.0,0.1
RUN_2022_1708,0.26198571428572903,35.0,0.0,0.5198571428572905,0.21,0.0,0.05198571428572905
RUN_2022_3806,0.2616785714285319,27.0,0.0,0.9967857142853193,0.162,0.0,0.09967857142853193
RUN_2022_3309,0.2610285714285814,27.0,0.0,0.990285714285814,0.162,0.0,0.0990285714285814
RUN_2022_3288,0.26039285714283844,30.0,0.0,0.8039285714283844,0.18,0.0,0.08039285714283845
RUN_2022_244,0.26,35.0,0.0,0.5,0.21,0.0,0.05
RUN_2022_492,0.26,35.0,0.0,0.5,0.21,0.0,0.05
RUN_2022_494,0.26,35.0,0.0,0.5,0.21,0.0,0.05
RUN_2022_2812,0.26,35.0,0.0,0.5,0.21,0.0,0.05
RUN_2022_3558,0.26,35.0,0.0,0.5,0.21,0.0,0.05
RUN_2022_3690,0.26,35.0,0.0,0.5,0.21,0.0,0.05
RUN_2022_3797,0.26,35.0,0.0,0.5,0.21,0.0,0.05
RUN_2022_4078,0.26,35.0,0.0,0.5,0.21,0.0,0.05
RUN_2022_4137,0.26,35.0,0.0,0.5,0.21,0.0,0.05
RUN_2022_5171,0.26,35.0,0.0,0.5,0.21,0.0,0.05
RUN_2022_808,0.2597571428571386,29.0,0.0,0.857571428571386,0.174,0.0,0.0857571428571386
RUN_2022_3609,0.2587285714286055,28.0,0.0,0.9072857142860552,0.168,0.0,0.09072857142860552
RUN_2022_1262,0.25847142857142014,31.0,0.0,0.7247142857142015,0.186,0.0,0.07247142857142015
RUN_2022_291,0.25603571428571403,27.0,0.0,0.9403571428571402,0.162,0.0,0.09403571428571403
RUN_2022_112,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_745,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_1088,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_1223,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_1394,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_1788,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_2095,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_2247,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_2420,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_2775,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_3097,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_3337,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_3480,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_3781,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_3784,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_3867,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_4114,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_4170,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_4886,0.256,26.0,0.0,1.0,0.156,0.0,0.1
RUN_2022_2501,0.2551999999999867,32.0,0.0,0.6319999999998669,0.192,0.0,0.0631999999999867
RUN_2022_296,0.254,34.0,0.0,0.5,0.20400000000000001,0.0,0.05
RUN_2022_496,0.254,34.0,0.0,0.5,0.20400000000000001,0.0,0.05
RUN_2022_1278,0.254,34.0,0.0,0.5,0.20400000000000001,0.0,0.05
RUN_2022_3191,0.254,34.0,0.0,0.5,0.20400000000000001,0.0,0.05
RUN_2022_3233,0.254,34.0,0.0,0.5,0.20400000000000001,0.0,0.05
RUN_2022_3552,0.254,34.0,0.0,0.5,0.20400000000000001,0.0,0.05
