Run1_ID,Run2_ID,Similarity,Confidence,Distance_Sim,Clock_Sim,Type_Sim
RUN_2015_389,RUN_2022_4817,0.6237874847270923,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_403,RUN_2022_608,0.604536146157781,MEDIUM,0.0,0.9975031223974601,1.0
RUN_2015_419,RUN_2022_4873,0.6407459550663336,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_426,RUN_2022_991,0.7584636182621858,MEDIUM,0.9941800419550381,1.467633451409872e-07,1.0
RUN_2015_448,RUN_2022_4026,0.611658598908475,MEDIUM,0.0,0.993079612490316,1.0
RUN_2015_449,RUN_2022_4519,0.6388804901391849,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_450,RUN_2022_3609,0.633776775255726,MEDIUM,0.0,0.990049833749168,1.0
RUN_2015_456,RUN_2022_3387,0.6329117101225903,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_457,RUN_2022_3006,0.6276666746577739,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_467,RUN_2022_3684,0.6319331913684788,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_468,RUN_2022_491,0.6395089335025237,MEDIUM,0.0,0.993079612490316,1.0
RUN_2015_475,RUN_2022_1195,0.613886043051492,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_476,RUN_2022_1736,0.6302102714896356,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_477,RUN_2022_404,0.6363336547573504,MEDIUM,0.0,0.9823793146181777,1.0
RUN_2015_482,RUN_2022_1327,0.6304989614941482,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_509,RUN_2022_3590,0.634595964874795,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_510,RUN_2022_3579,0.6378241772470068,MEDIUM,0.0,0.9864811012168716,1.0
RUN_2015_511,RUN_2022_3625,0.6483520045543602,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_513,RUN_2022_3656,0.6398015862878409,MEDIUM,0.0,1.0,1.0
RUN_2015_514,RUN_2022_790,0.6088506704948465,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_515,RUN_2022_3162,0.6406399215285434,MEDIUM,0.0,0.9777512371933368,1.0
RUN_2015_516,RUN_2022_2988,0.6223735456556265,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_523,RUN_2022_3219,0.6362497007105837,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_525,RUN_2022_2867,0.6394427088530128,MEDIUM,0.0,0.9955654174830928,1.0
RUN_2015_526,RUN_2022_1185,0.8311342559067347,HIGH,0.5505096684170896,0.9669474666549642,1.0
RUN_2015_527,RUN_2022_1188,0.7073698304827214,MEDIUM,0.8307583173007802,0.022314914776966472,1.0
RUN_2015_528,RUN_2022_1193,0.7980585018098706,MEDIUM,0.6705367016670377,0.8847059049434837,1.0
RUN_2015_530,RUN_2022_1197,0.7721707409218695,MEDIUM,0.5106493948586492,0.9607894391523232,1.0
RUN_2015_531,RUN_2022_1203,0.7153602622056345,MEDIUM,0.8465150995014439,1.4492788871477585e-06,1.0
RUN_2015_532,RUN_2022_1201,0.6989047691219754,MEDIUM,0.7491629517864933,1.3369962120843826e-05,1.0
RUN_2015_534,RUN_2022_1202,0.6843506506004562,MEDIUM,0.792842063885765,6.891700580220679e-07,1.0
RUN_2015_535,RUN_2022_1205,0.7459350557930016,MEDIUM,0.8686847090306689,4.266284628916333e-12,1.0
RUN_2015_538,RUN_2022_182,0.6418745731898436,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_539,RUN_2022_2763,0.6306096935040517,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_540,RUN_2022_269,0.6422584683361057,MEDIUM,0.0,0.9777512371933366,1.0
RUN_2015_541,RUN_2022_1206,0.794031569516242,MEDIUM,0.9995506609830296,8.77061110710201e-10,1.0
RUN_2015_544,RUN_2022_1344,0.6410179385942577,MEDIUM,0.0,0.9864811012168714,1.0
RUN_2015_545,RUN_2022_2817,0.6433464384476943,MEDIUM,0.0,0.9726044771163483,1.0
RUN_2015_547,RUN_2022_431,0.6182503720090919,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_549,RUN_2022_1208,0.7905538965043362,MEDIUM,0.9855133165496293,5.541359228823547e-10,1.0
RUN_2015_550,RUN_2022_705,0.6375743691843317,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_551,RUN_2022_3932,0.6448147021995192,MEDIUM,0.0,1.0,1.0
RUN_2015_552,RUN_2022_603,0.6347032530927985,MEDIUM,0.0,1.0,1.0
RUN_2015_553,RUN_2022_1207,0.7805019395661279,MEDIUM,0.9943907906910809,4.399502993361799e-11,1.0
RUN_2015_554,RUN_2022_1000,0.6299726505397909,MEDIUM,0.0,0.993079612490316,1.0
RUN_2015_555,RUN_2022_474,0.64155078972767,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_557,RUN_2022_2461,0.6365937996336907,MEDIUM,0.0,1.0,1.0
RUN_2015_558,RUN_2022_3871,0.6317038309674727,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_559,RUN_2022_742,0.642308241329135,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_560,RUN_2022_2271,0.6262627079362044,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_561,RUN_2022_1811,0.6241831428312816,MEDIUM,0.0,0.993079612490316,1.0
RUN_2015_562,RUN_2022_4083,0.6404863254600319,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_563,RUN_2022_2808,0.6317258544156866,MEDIUM,0.0,0.9726044771163485,1.0
RUN_2015_565,RUN_2022_3320,0.6338092191377279,MEDIUM,0.0,0.9777512371933362,1.0
RUN_2015_566,RUN_2022_1209,0.7259651413275513,MEDIUM,0.9988035563101488,8.609816158960629e-08,1.0
RUN_2015_567,RUN_2022_1210,0.7385499519838674,MEDIUM,0.9141504088149848,1.8058314375132107e-12,1.0
RUN_2015_569,RUN_2022_1213,0.7326147318672573,MEDIUM,0.8774331051457849,8.402431396484238e-12,1.0
RUN_2015_570,RUN_2022_1212,0.7893731944965459,MEDIUM,0.9894878034383516,6.261482908873023e-16,1.0
RUN_2015_573,RUN_2022_1232,0.6878810378406474,MEDIUM,0.817567803163813,1.6480118678740673e-08,1.0
RUN_2015_574,RUN_2022_3987,0.6308604420701394,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_575,RUN_2022_1237,0.6605197612662254,MEDIUM,0.7227643525739068,6.085665105518354e-11,1.0
RUN_2015_576,RUN_2022_1236,0.6152676826018941,MEDIUM,0.5694409664658523,0.04677062238395898,1.0
RUN_2015_578,RUN_2022_1239,0.7075701001120099,MEDIUM,0.5605613200754154,0.47184199249207415,1.0
RUN_2015_579,RUN_2022_1243,0.7460029144477198,MEDIUM,0.9890355525774176,1.2821855893695417e-06,1.0
RUN_2015_580,RUN_2022_1104,0.6449875894318038,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_581,RUN_2022_1244,0.7232029947937682,MEDIUM,0.9928347536633232,9.859505575991446e-11,1.0
RUN_2015_582,RUN_2022_1245,0.9681520754638256,HIGH,0.9966184902257169,0.9975031223974601,1.0
RUN_2015_583,RUN_2022_4290,0.6305014667654975,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_584,RUN_2022_1246,0.7355173055983347,MEDIUM,0.9981698367948643,3.737571327944243e-11,1.0
RUN_2015_586,RUN_2022_676,0.644199101859108,MEDIUM,0.0,1.0,1.0
RUN_2015_587,RUN_2022_686,0.6410607594937483,MEDIUM,0.0,0.9607894391523235,1.0
RUN_2015_588,RUN_2022_72,0.6453699938593594,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_590,RUN_2022_1255,0.7014410461528992,MEDIUM,0.219945308777673,0.9864811012168712,1.0
RUN_2015_591,RUN_2022_1247,0.7050489507612844,MEDIUM,0.7664010824070607,3.972177185641713e-05,1.0
RUN_2015_593,RUN_2022_1248,0.7124620223568292,MEDIUM,0.3251072991206962,0.8043041560655722,1.0
RUN_2015_594,RUN_2022_1252,0.6920227947275206,MEDIUM,0.2993795118598271,0.7788007830714045,1.0
RUN_2015_595,RUN_2022_5183,0.6239625847474213,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_596,RUN_2022_905,0.6362522783398429,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_597,RUN_2022_472,0.6173424865720312,MEDIUM,0.0,0.990049833749168,1.0
RUN_2015_598,RUN_2022_98,0.6209887965468234,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_599,RUN_2022_164,0.6446346297882877,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_600,RUN_2022_1987,0.6405669381552225,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_601,RUN_2022_1257,0.78561660999071,MEDIUM,0.9991360134514883,4.2570060733547615e-06,1.0
RUN_2015_602,RUN_2022_3279,0.642637809942719,MEDIUM,0.0,0.9726044771163485,1.0
RUN_2015_603,RUN_2022_2857,0.6103613797015117,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_604,RUN_2022_1258,0.7829587924163528,MEDIUM,0.9614020800125525,0.004320239474094054,1.0
RUN_2015_605,RUN_2022_1259,0.7173791232451611,MEDIUM,0.4661830270766897,0.9470111191252558,1.0
RUN_2015_606,RUN_2022_1260,0.8566502392691656,HIGH,0.974412065121417,0.9777512371933362,1.0
RUN_2015_607,RUN_2022_682,0.6382657525567246,MEDIUM,0.0,0.9726044771163486,1.0
RUN_2015_608,RUN_2022_4210,0.6385884122459538,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_609,RUN_2022_1268,0.6300558211894736,MEDIUM,0.03188950117923082,0.9955654174830928,1.0
RUN_2015_610,RUN_2022_795,0.6144490223081661,MEDIUM,0.0,0.993079612490316,1.0
RUN_2015_611,RUN_2022_4200,0.6291312912174803,MEDIUM,0.0,0.9975031223974601,1.0
RUN_2015_612,RUN_2022_4225,0.6334969114770682,MEDIUM,0.0,0.9228599607900654,1.0
RUN_2015_614,RUN_2022_4669,0.6417805921161414,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_615,RUN_2022_2449,0.6405924744403843,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_616,RUN_2022_88,0.6317590538959661,MEDIUM,0.0,0.9823793146181775,1.0
RUN_2015_617,RUN_2022_1261,0.7555693397357801,MEDIUM,0.9932985555052251,7.624459905389723e-16,1.0
RUN_2015_618,RUN_2022_1262,0.8886763134058374,HIGH,0.9517415520376264,0.8166864825981114,1.0
RUN_2015_619,RUN_2022_1264,0.7004656794899932,MEDIUM,0.7470673031373717,0.9541404039181771,0.0
RUN_2015_620,RUN_2022_1267,0.8289557218039884,HIGH,0.6172574013390458,0.9313584021113516,1.0
RUN_2015_623,RUN_2022_1271,0.7507793130063046,MEDIUM,0.9211433949532765,1.4945338524781398e-05,1.0
RUN_2015_625,RUN_2022_2827,0.6318475030824807,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_626,RUN_2022_1883,0.608183000093915,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_627,RUN_2022_499,0.629889107038256,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_629,RUN_2022_3953,0.6435991005107018,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_631,RUN_2022_1128,0.6330943230614593,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_633,RUN_2022_3241,0.6366987732570407,MEDIUM,0.0,0.9864811012168714,1.0
RUN_2015_634,RUN_2022_1177,0.6415006954184563,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_635,RUN_2022_116,0.6335069208760115,MEDIUM,0.0,0.9864811012168713,1.0
RUN_2015_636,RUN_2022_208,0.6329371096872225,MEDIUM,0.0,1.0,1.0
RUN_2015_641,RUN_2022_4379,0.6378167624990738,MEDIUM,0.0,0.9955654174830928,1.0
RUN_2015_648,RUN_2022_55,0.634887785451733,MEDIUM,0.0,0.9955654174830928,1.0
RUN_2015_649,RUN_2022_4464,0.6173083402953103,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_653,RUN_2022_5195,0.615892984261831,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_654,RUN_2022_4983,0.6372857357594539,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_659,RUN_2022_3634,0.6214910477346665,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_662,RUN_2022_3038,0.6327186106342457,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_665,RUN_2022_4656,0.6399576206050461,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_678,RUN_2022_521,0.6296602259118559,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_687,RUN_2022_4341,0.6344606055028804,MEDIUM,0.0,0.9823793146181775,1.0
RUN_2015_690,RUN_2022_3362,0.6381741301142757,MEDIUM,0.0,0.9975031223974601,1.0
RUN_2015_692,RUN_2022_3795,0.6413424636146318,MEDIUM,0.0,0.9864811012168712,1.0
RUN_2015_695,RUN_2022_970,0.6258565090469068,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_696,RUN_2022_513,0.6347129486429164,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_697,RUN_2022_1668,0.6251527302058706,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_699,RUN_2022_3690,0.6338460828457289,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_702,RUN_2022_3988,0.6363352805609885,MEDIUM,0.0,0.990049833749168,1.0
RUN_2015_704,RUN_2022_3486,0.6365666476313085,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_705,RUN_2022_3546,0.628301010726577,MEDIUM,0.0,0.9955654174830928,1.0
RUN_2015_706,RUN_2022_875,0.6396867791052915,MEDIUM,0.0,0.9975031223974601,1.0
RUN_2015_707,RUN_2022_5130,0.6327344239517813,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_708,RUN_2022_1305,0.6249696895769102,MEDIUM,0.0,0.9726044771163483,1.0
RUN_2015_711,RUN_2022_3716,0.6325044268299413,MEDIUM,0.0,0.9955654174830928,1.0
RUN_2015_712,RUN_2022_167,0.6463740843974469,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_713,RUN_2022_2224,0.6140558470431104,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_714,RUN_2022_3499,0.6278249499173759,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_717,RUN_2022_530,0.6473973489331327,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_718,RUN_2022_4425,0.6384550938729638,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_719,RUN_2022_3552,0.6232393524139855,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_721,RUN_2022_2932,0.6206175955504787,MEDIUM,0.0,0.9823793146181776,1.0
RUN_2015_722,RUN_2022_1405,0.6322326670880598,MEDIUM,1.0550277668392981e-22,0.9864811012168714,1.0
RUN_2015_728,RUN_2022_4027,0.6086115322415865,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_747,RUN_2022_185,0.6298018754989785,MEDIUM,0.0,0.9823793146181775,1.0
RUN_2015_771,RUN_2022_89,0.6380376560910123,MEDIUM,0.0,1.0,1.0
RUN_2015_774,RUN_2022_2559,0.637628156844872,MEDIUM,0.0,0.990049833749168,1.0
RUN_2015_775,RUN_2022_5064,0.626162372785994,MEDIUM,0.0,1.0,1.0
RUN_2015_782,RUN_2022_2506,0.6425322635714099,MEDIUM,0.0,0.9864811012168714,1.0
RUN_2015_793,RUN_2022_1649,0.6347642508584339,MEDIUM,0.0,0.9726044771163486,1.0
RUN_2015_795,RUN_2022_81,0.616010131890977,MEDIUM,0.0,0.9955654174830928,1.0
RUN_2015_796,RUN_2022_228,0.6359535006633006,MEDIUM,0.0,0.9955654174830928,1.0
RUN_2015_813,RUN_2022_1617,0.6151919202723729,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_837,RUN_2022_5065,0.6093147403904593,MEDIUM,0.0,0.9955654174830927,1.0
RUN_2015_843,RUN_2022_2880,0.6135154215964341,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_846,RUN_2022_4982,0.6409694964316723,MEDIUM,0.0,0.9975031223974601,1.0
RUN_2015_863,RUN_2022_4213,0.6259644747628964,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_868,RUN_2022_1130,0.6128479350181285,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_875,RUN_2022_481,0.6296801993580204,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_876,RUN_2022_4131,0.6139652502484249,MEDIUM,0.0,0.9777512371933362,1.0
RUN_2015_878,RUN_2022_4754,0.6385885294737511,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_880,RUN_2022_4170,0.6466945478083445,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_881,RUN_2022_2223,0.6235006651678672,MEDIUM,0.0,0.9975031223974601,1.0
RUN_2015_882,RUN_2022_155,0.6424484737350301,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_883,RUN_2022_489,0.6161333048001268,MEDIUM,0.0,0.993079612490316,1.0
RUN_2015_884,RUN_2022_3506,0.6336828868999913,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_885,RUN_2022_4428,0.6314674637786906,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_889,RUN_2022_483,0.6405434876347198,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_894,RUN_2022_1598,0.7755870043582148,MEDIUM,0.9999452414993006,9.11959563622662e-05,1.0
RUN_2015_895,RUN_2022_1597,0.781977639938163,MEDIUM,0.9854179234777537,0.00012340980408667956,1.0
RUN_2015_896,RUN_2022_1595,0.8849674068863986,HIGH,0.8965832223147895,0.9607894391523232,1.0
RUN_2015_897,RUN_2022_319,0.6378635475189215,MEDIUM,0.0,0.993079612490316,1.0
RUN_2015_898,RUN_2022_2507,0.6291677340156056,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_899,RUN_2022_1596,0.8106527612889892,HIGH,0.7995317781249904,0.6836714740908957,1.0
RUN_2015_900,RUN_2022_3771,0.640592689199823,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_902,RUN_2022_184,0.6418449378903436,MEDIUM,0.0,0.9823793146181775,1.0
RUN_2015_903,RUN_2022_4209,0.6286905414104076,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_905,RUN_2022_3952,0.6338938590673537,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_906,RUN_2022_4204,0.6474910268696721,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_907,RUN_2022_4621,0.644190986164312,MEDIUM,0.0,1.0,1.0
RUN_2015_909,RUN_2022_4663,0.63132589783288,MEDIUM,0.0,0.9975031223974601,1.0
RUN_2015_910,RUN_2022_4604,0.6385118226155979,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_911,RUN_2022_1809,0.6352625949717752,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_913,RUN_2022_1708,0.6245449257202795,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_914,RUN_2022_4005,0.6068721349892493,MEDIUM,0.0,1.0,1.0
RUN_2015_915,RUN_2022_4445,0.6379814736640935,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_917,RUN_2022_506,0.6100566163320288,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_918,RUN_2022_5172,0.6460265408128113,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_919,RUN_2022_2908,0.6460939302003977,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_922,RUN_2022_2868,0.6378788309760708,MEDIUM,0.0,0.9541404039181771,1.0
RUN_2015_927,RUN_2022_1603,0.7892666697687446,MEDIUM,0.9923207969027209,0.9864811012168712,0.0
RUN_2015_928,RUN_2022_3736,0.6439971103169085,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_929,RUN_2022_4971,0.6210711541332334,MEDIUM,0.0,0.9864811012168712,1.0
RUN_2015_934,RUN_2022_267,0.6345946909769649,MEDIUM,0.0,0.9777512371933366,1.0
RUN_2015_935,RUN_2022_3770,0.6450161419203451,MEDIUM,0.0,1.0,1.0
RUN_2015_936,RUN_2022_180,0.6275750096629935,MEDIUM,0.0,0.9864811012168714,1.0
RUN_2015_937,RUN_2022_178,0.6368722911740221,MEDIUM,0.0,0.9955654174830928,1.0
RUN_2015_938,RUN_2022_271,0.6395785992073856,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_939,RUN_2022_529,0.6415424940839345,MEDIUM,0.0,0.9823793146181775,1.0
RUN_2015_940,RUN_2022_4056,0.6351883299557218,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_945,RUN_2022_3381,0.6325924868516364,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_949,RUN_2022_4045,0.6357142335445171,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_955,RUN_2022_517,0.6295627227568071,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_956,RUN_2022_3724,0.6470468720722766,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_957,RUN_2022_4153,0.6191260106896022,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_959,RUN_2022_1306,0.6158593852417757,MEDIUM,0.0,0.993079612490316,1.0
RUN_2015_960,RUN_2022_3688,0.6358281422083318,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_961,RUN_2022_2183,0.6199297227312283,MEDIUM,0.0,0.9955654174830927,1.0
RUN_2015_964,RUN_2022_2375,0.6332996254529452,MEDIUM,0.0,0.9864811012168714,1.0
RUN_2015_967,RUN_2022_3316,0.6337056968939125,MEDIUM,0.0,1.0,1.0
RUN_2015_968,RUN_2022_1304,0.6444532145065569,MEDIUM,0.0,0.9864811012168714,1.0
RUN_2015_969,RUN_2022_2666,0.6102751826825838,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_971,RUN_2022_3933,0.6342082675444527,MEDIUM,0.0,0.9823793146181777,1.0
RUN_2015_972,RUN_2022_2504,0.6414734771736453,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_975,RUN_2022_4542,0.6250279329330999,MEDIUM,0.0,0.9955654174830928,1.0
RUN_2015_976,RUN_2022_365,0.6168356433515764,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_977,RUN_2022_1650,0.7626042133470755,MEDIUM,0.5557876623074527,0.9997222607988971,1.0
RUN_2015_978,RUN_2022_3554,0.6264004891303097,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_986,RUN_2022_1283,0.6225803232718438,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_987,RUN_2022_3048,0.6186901101313717,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_997,RUN_2022_3248,0.6321815710497241,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_998,RUN_2022_273,0.6410083383783869,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_1003,RUN_2022_4205,0.6405421300154419,MEDIUM,0.0,1.0,1.0
RUN_2015_1008,RUN_2022_971,0.6123749152998219,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_1009,RUN_2022_5100,0.6237810357804371,MEDIUM,0.0,0.9777512371933366,1.0
RUN_2015_1010,RUN_2022_3468,0.616306444672537,MEDIUM,0.0,0.9975031223974601,1.0
RUN_2015_1012,RUN_2022_3785,0.610285438616088,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_1013,RUN_2022_298,0.6244567112944273,MEDIUM,0.0,0.9955654174830928,1.0
RUN_2015_1015,RUN_2022_4129,0.6333274607126349,MEDIUM,0.0,0.9975031223974602,1.0
RUN_2015_1016,RUN_2022_2455,0.6383819779441067,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_1017,RUN_2022_4376,0.6391378491822889,MEDIUM,0.0,0.9930796124903161,1.0
RUN_2015_1018,RUN_2022_3073,0.6358999755226312,MEDIUM,0.0,0.9900498337491681,1.0
RUN_2015_1019,RUN_2022_744,0.6305911938423082,MEDIUM,0.0,0.9997222607988971,1.0
RUN_2015_1020,RUN_2022_3473,0.6055356365326698,MEDIUM,0.0,0.9988895059442793,1.0
RUN_2015_1021,RUN_2022_4091,0.6445012489511377,MEDIUM,0.0,0.9975031223974601,1.0
RUN_2015_1022,RUN_2022_4838,0.6456013263333433,MEDIUM,0.0,0.9975031223974601,1.0
RUN_2015_1023,RUN_2022_3068,0.6460921010405579,MEDIUM,0.0,1.0,1.0
RUN_2015_1024,RUN_2022_3872,0.6081454295808636,MEDIUM,0.0,0.9955654174830927,1.0
